Time,Time Code,Country Name,Country Code,"Access to clean fuels and technologies for cooking, urban (% of urban population) [EG.CFT.ACCS.UR.ZS]","Access to electricity, urban (% of urban population) [EG.ELC.ACCS.UR.ZS]","People using at least basic drinking water services, urban (% of urban population) [SH.H2O.BASW.UR.ZS]","People using at least basic sanitation services, urban (% of urban population) [SH.STA.BASS.UR.ZS]",Urban population [SP.URB.TOTL],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Urban population growth (annual %) [SP.URB.GROW],"Access to clean fuels and technologies for cooking, rural (% of rural population) [EG.CFT.ACCS.RU.ZS]","Access to electricity, rural (% of rural population) [EG.ELC.ACCS.RU.ZS]","People using at least basic drinking water services, rural (% of rural population) [SH.H2O.BASW.RU.ZS]","People using at least basic sanitation services, rural (% of rural population) [SH.STA.BASS.RU.ZS]",Rural population [SP.RUR.TOTL],Rural population (% of total population) [SP.RUR.TOTL.ZS],Rural population growth (annual %) [SP.RUR.TOTL.ZG],Expenditure on primary education (% of government expenditure on education) [SE.XPD.PRIM.ZS],Expenditure on secondary education (% of government expenditure on education) [SE.XPD.SECO.ZS],Expenditure on tertiary education (% of government expenditure on education) [SE.XPD.TERT.ZS],"Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Government expenditure on education, total (% of government expenditure) [SE.XPD.TOTL.GB.ZS]",Gross national expenditure (current US$) [NE.DAB.TOTL.CD]
2011,YR2011,Cayman Islands,CYM,..,100,96.125,83.654025,55492,100,2.588538738,..,100,..,..,0,0,..,..,..,..,..,..,..
2011,YR2011,Central African Republic,CAF,1.1,26.08034515,64.37839844,32.5018982,1851877,39.135,2.124326336,0,..,35.05928413,7.860665086,2880145,60.865,1.153443923,..,..,27.29113,1.107920051,7.825459957,2543262037
2011,YR2011,Chad,TCD,11.4,13.55,75.03774011,29.85055385,2716552,22.054,3.80779169,0.4,7.686966724,33.99670667,4.970712794,9601178,77.946,3.40597057,40.66676,34.94893,16.28402,2.2579,10.08325958,12528538906
2011,YR2011,Channel Islands,CHI,..,100,..,..,49068,31.091,0.683015273,..,100,..,..,108751,68.909,0.50887411,..,..,..,..,..,..
2011,YR2011,Chile,CHL,100,99.856911,99.6570625,98.76376377,14963678,87.132,1.057951582,100,97.76864518,91.19232233,89.45283198,2209895,12.868,0.541625557,32.75136,32.46946,21.79243,4.045189857,17.74757004,2.43945E+11
2011,YR2011,China,CHN,82.2,100,97.796354,87.22665424,679390629,50.511,3.123377177,36.9,99.77208477,80.42071035,67.41968247,665644371,49.489,-2.01694146,..,..,..,3.52196002,12.98703957,7.31136E+12
2011,YR2011,Colombia,COL,97.7,99.788503,99.21719478,88.86897867,35492726,78.335,1.568316264,45.3,85.50323649,80.49443771,72.30120199,9816173,21.665,-0.604363512,35.57678,36.25839,20.60527,4.466080189,14.77202988,3.38039E+11
2011,YR2011,Comoros,COM,8.4,84.91280365,88.43289393,45.25570298,187888,28.04,2.35768787,1.4,63.25411895,80.32420232,30.3525333,482183,71.96,2.025633392,56.13321,27.5983,8.97309,2.830450058,21.41486931,1228605528
2011,YR2011,"Congo, Dem. Rep.",COD,9.4,39.36343384,70.58449088,22.54619238,27835187,40.544,4.670133565,0.2,..,19.50692624,16.85702615,40819082,59.456,2.462661439,..,..,..,..,..,27433263498
2011,YR2011,"Congo, Rep.",COG,27.9,58.10893631,86.19525531,22.64064288,2920696,63.712,3.962442445,2.4,10.45791555,33.1664839,6.0679752,1663520,36.288,1.99534514,..,..,..,..,8.728425026,12112300574
2011,YR2011,Costa Rica,CRI,97.8,99.964484,99.52304003,97.51635875,3410168,72.868,2.8056905,81.2,97.26606249,95.27529681,92.66712676,1269758,27.132,-2.847419148,39.33338,32.56519,19.63842,6.379889965,23.00962067,44342352214
2011,YR2011,Cote d'Ivoire,CIV,38.6,88.1,87.90661346,43.31479539,10296507,47.751,2.960809396,1.4,26.28063539,55.93964662,13.26817344,11266407,52.249,1.272718215,39.55984,32.71681,25.85954,2.865760088,22.42686081,34548284722
2011,YR2011,Croatia,HRV,100,100,100,97.73408076,2368126,55.322,-0.042936131,100,100,..,94.72708875,1912496,44.678,-0.718356316,..,..,22.15709,4.096549988,8.475230217,63660319673
2011,YR2011,Cuba,CUB,94.8,99.9005661,97.28395523,91.68173208,8664868,76.689,0.193461744,80,91.84383165,87.33341831,81.99063273,2633842,23.311,-0.320461945,..,..,..,..,..,66750000000
2011,YR2011,Curacao,CUW,..,100,..,..,135409,89.775,1.276866103,..,100,..,..,15422,10.225,2.694518014,..,..,..,..,..,3747374302
2011,YR2011,Cyprus,CYP,100,100,99.78928789,99.68778563,771857,67.406,1.139186936,100,100,99.88175065,99.26645378,373229,32.594,1.799721731,31.3219,42.60223,20.44679,6.538539886,15.49765015,28666765828
2011,YR2011,Czechia,CZE,100,100,99.89647341,99.09173297,7681562,73.185,0.111145922,100,100,99.76916313,99.26164407,2814526,26.815,0.468135388,16.08905,42.81354,25.79253,4.242090225,9.822460175,2.20883E+11
2011,YR2011,Denmark,DNK,100,100,100,99.59718026,4844002,86.957,0.598214063,100,100,100,99.59758551,726570,13.043,-0.822679883,21.60023,32.10228,27.90448,8.48486042,15.03625965,3.22006E+11
2011,YR2011,Djibouti,DJI,8.2,64.76229858,83.20744478,68.10539164,721944,77.064,1.982273986,0.6,35.81883585,50.23767725,16.31689645,214867,22.936,1.614890639,..,..,..,..,..,..
2011,YR2011,Dominica,DMA,97.6,..,..,..,47012,68.389,0.413514391,72.1,..,..,..,21730,31.611,-0.948091468,..,..,..,..,..,577562963
2011,YR2011,Dominican Republic,DOM,95.4,99.719573,97.56486712,86.01926305,7410669,74.827,2.746383398,69.3,92.48682048,86.91729591,73.92022072,2493068,25.173,-2.877260932,..,..,..,1.900239944,16.11269951,64190049368
2011,YR2011,Ecuador,ECU,99.1,99.783081,96.89376908,86.9086556,9577064,62.851,1.898366989,83.7,91.94873342,78.9846321,72.82118439,5660664,37.149,1.20944012,32.69247,11.13749,33.45215,4.726890087,11.97611046,81058676000
2011,YR2011,"Egypt, Arab Rep.",EGY,99.6,99.7350235,99.4414475,97.52023863,38356023,43,2.163464747,99.4,99.20967946,98.2868189,92.41882155,50844031,57,2.240983042,..,..,..,3.344300032,10.94750023,2.45714E+11
2011,YR2011,El Salvador,SLV,93.9,97.229737,97.28906059,88.49375412,4070597,66.325,1.705590718,51.4,83.40627265,78.28919664,73.25783811,2066752,33.675,-2.178774627,..,..,..,3.89854002,15.42368031,24606880000
2011,YR2011,Equatorial Guinea,GNQ,33.9,93.1,75.9069558,69.05,772460,67.488,6.793050532,5.2,10.05363961,31.99287136,55.45,372128,32.512,-0.179078959,..,..,..,..,..,13708578671
2011,YR2011,Eritrea,ERI,21.3,77.34912109,89.80218205,22.43736332,1147380,35.771,3.563503518,0.7,21.0705226,28.06736592,5.211774338,2060190,64.229,0.959647465,..,..,..,..,..,2837621932
2011,YR2011,Estonia,EST,100,100,99.98545421,99.26660132,902194,67.965,-0.493242835,100,100,99.24411581,99.31375923,425245,32.035,0.099992362,24.44533,36.43034,25.08595,5.014490128,13.39976025,21863960357
2011,YR2011,Eswatini,SWZ,81,73.20568085,92.88669213,58.02647399,250919,22.7,1.468167469,24.7,44.71343292,54.35576649,56.86290826,854452,77.3,0.210179855,48.66897,36.70649,12.83894,6.864329815,22.33392906,5341371276
2011,YR2011,Ethiopia,ETH,12.1,85.2,80.15968652,18.519711,16283910,17.735,5.223891069,0.3,9.590688336,26.20787291,3.645419121,75534019,82.265,2.345887788,26.51449,25.59501,44.87735,5.485760212,29.67443085,36700696278
2011,YR2011,Faroe Islands,FRO,..,100,..,..,19881,41.088,0.347668705,..,100,..,..,28505,58.912,-0.325727483,..,..,..,..,..,2530234659
2011,YR2011,Fiji,FJI,52,97.03385925,98.41184528,94.36703339,478549,52.683,1.327974837,14.6,87.45385598,89.66903074,86.84723507,429806,47.317,-0.724903753,44.41272,15.94479,12.95693,4.17305994,15.23478985,4002939708
2011,YR2011,Finland,FIN,100,100,100,99.44700461,4543014,84.313,1.109674692,100,100,100,99.45353539,845258,15.687,-2.939368707,20.01115,42.01525,32.0233,6.445049763,12.01144028,2.77169E+11
2011,YR2011,France,FRA,100,100,100,98.59013092,51375729,78.622,0.805006988,100,100,99.91664075,98.89224572,13969504,21.378,-0.69381838,..,..,..,5.482983112,9.740480423,2.92097E+12
2011,YR2011,French Polynesia,PYF,..,100,..,..,173695,60.889,1.463198864,..,100,..,..,111570,39.111,-0.933160492,..,..,..,..,..,..
2011,YR2011,Gabon,GAB,90.5,96.20947266,89.60115408,46.31773693,1525981,86.092,4.176634128,32,42.41016224,43.1065014,37.41967839,246519,13.908,-0.415735371,29.78869,31.42326,34.09083,2.987459898,13.74125004,12202660409
2011,YR2011,"Gambia, The",GMB,3.8,66.26267242,85.78414939,49.92852848,1126672,56.384,4.38583159,0.65,25.12023369,67.48078565,41.11128651,871540,43.616,1.455221292,63.8134,27.15645,7.63092,2.50116992,15.11833,1523410873
2011,YR2011,Georgia,GEO,93.8,100,98.94433411,93.894069,2100564,55.919,-0.113096107,39.9,100,90.53211288,79.26124226,1655877,44.081,-1.669504655,31.24477,29.04419,11.1604,2.576139927,9.269430161,17852642505
2011,YR2011,Germany,DEU,100,100,100,99.29364279,61940177,77.16,-1.601972315,100,100,100,98.99193548,18334806,22.84,-2.699515016,13.21104,44.55401,28.12803,4.82487011,10.66541958,3.56529E+12
2011,YR2011,Ghana,GHA,29.8,84.95149417,87.26496721,20.92977866,13468281,51.394,3.772095787,4.3,41.9754549,63.460452,9.849222115,12737660,48.606,1.046844716,45.48806,27.35526,13.12625,8.14097023,30.63430977,44223162055
2011,YR2011,Gibraltar,GIB,..,99.8960495,100,100,31701,100,1.394492365,..,..,..,..,0,0,..,..,..,..,..,..,..
2011,YR2011,Greece,GRC,100,100,99.98813266,99.06096053,8511794,76.649,0.318901464,100,100,99.79691958,97.36364764,2593105,23.351,-1.665241407,..,..,..,4.435127258,8.200703621,2.99564E+11
2011,YR2011,Greenland,GRL,..,100,100,99.59718026,48217,84.755,0.413571536,..,100,100,99.59758551,8673,15.245,-2.437478305,..,..,..,..,..,4148872565
2011,YR2011,Grenada,GRD,95.1,..,..,..,41208,35.859,0.750234921,91.4,..,..,..,73710,64.141,0.777673498,..,..,..,..,..,..
2011,YR2011,Guam,GUM,..,100,..,..,156021,94.188,0.544354563,..,100,..,..,9628,5.812,-1.064114592,..,..,..,..,..,..
2011,YR2011,Guatemala,GTM,63.4,94.603279,96.54940961,80.0116265,7072123,48.701,2.433268646,11.6,73.98520658,85.09390324,51.84177262,7449392,51.299,1.240256723,56.42242,12.54178,12.44837,2.968650103,20.24641037,52769612166
2011,YR2011,Guinea,GIN,1.4,73.53025055,83.93375064,33.11038568,3575843,33.966,3.322836103,0.4,6.789488973,52.24493842,11.87106578,6951869,66.034,2.036118849,35.14098,21.52368,43.33534,2.287420034,14.25930977,8193066198
2011,YR2011,Guinea-Bissau,GNB,2.6,27.47885323,74.6387553,24.40516507,651781,40.508,3.616894913,0.1,4.016533361,47.19657089,3.100351032,957236,59.492,1.966908503,50.64565,41.43568,6.34808,1.857859969,10.19974041,1157811949
2011,YR2011,Guyana,GUY,76.5,92.86309052,97.88400122,89.01184145,196477,26.4,-1.378404916,59.2,81.0865439,91.4037392,81.77117248,547753,73.6,-0.177841706,28.51444,33.37715,3.86574,2.506690025,11.72072029,..
2011,YR2011,Haiti,HTI,6.8,71.54548645,84.70226208,37.73083012,4827045,48.492,3.173711713,1,5.959702949,41.95073184,19.23822898,5127267,51.508,-0.764709557,..,..,..,..,..,16130499324
2011,YR2011,Honduras,HND,70.6,99.174969,97.91291514,81.99398483,4530522,52.543,3.270067592,16,63.39590616,83.81259992,67.29769904,4091982,47.457,0.632890851,..,..,..,6.099999905,..,21199487061
2011,YR2011,"Hong Kong SAR, China",HKG,..,100,99.66571004,96.62280316,7071600,100,0.672543292,..,100,..,..,0,0,..,20.50594,35.14551,28.65495,3.418220043,20.14833069,2.38946E+11
2011,YR2011,Hungary,HUN,100,100,100,97.75510204,6916190,69.358,0.363199419,100,100,99.90006366,98.56985699,3055537,30.642,-1.731586288,16.14951,39.34758,23.39252,4.561329842,9.301119804,1.3382E+11
2011,YR2011,Iceland,ISL,100,100,100,98.7012987,298556,93.587,0.31937762,100,100,100,100,20458,6.413,0.102702051,33.66935,31.74802,19.42101,6.789979935,13.43597984,14052241417
2011,YR2011,India,IND,73.6,95.36600494,93.18322225,64.67555475,393333604,31.276,2.474032431,16.7,72.30387195,82.99583876,36.39961367,864287587,68.724,0.859388098,26.54745,36.96254,34.68074,3.79618001,13.56490993,1.94852E+12
2011,YR2011,Indonesia,IDN,67.3,99.35,93.72529267,75.8307838,125020092,50.595,2.61086126,28.3,90.20112841,76.61398162,51.19462376,122079605,49.405,-0.113251253,..,..,..,3.189440012,18.00613022,8.70345E+11
2011,YR2011,"Iran, Islamic Rep.",IRN,98.8,99.95259094,98.37318019,91.0445675,54356195,71.2,2.086996047,92.1,98.27600503,90.82951646,73.25454252,21986776,28.8,-0.695901827,27.21379,39.27918,27.23287,3.484970093,20.15138054,5.72853E+11
2011,YR2011,Iraq,IRQ,98.1,100,96.95107982,88.86255303,22427635,69.268,3.737066187,91.9,93.49212566,76.46800398,77.32751853,9950426,30.732,2.963123995,..,..,..,..,..,1.32853E+11
2011,YR2011,Ireland,IRL,100,100,96.99401618,88.96994252,2827835,61.742,0.760495841,100,100,97.85934344,93.37639602,1752249,38.258,-0.085282549,35.71834,34.01528,21.7278,5.829040051,12.33088017,1.96708E+11
2011,YR2011,Isle of Man,IMN,..,100,..,..,43872,52.012,0.654030551,..,100,..,..,40478,47.988,0.58473903,..,..,..,..,..,..
2011,YR2011,Israel,ISR,100,100,100,100,7136149,91.892,1.919927095,100,100,100,99.93125,629651,8.108,1.037362312,42.61741,25.45025,16.22442,5.549369812,13.96576977,2.67159E+11
2011,YR2011,Italy,ITA,100,100,..,99.87931521,40641670,68.444,0.343066345,100,100,..,99.89949749,18737779,31.556,-0.198103561,24.72651,42.47051,19.35506,4.115680218,8.369560242,2.32714E+12
2011,YR2011,Jamaica,JAM,95,96.7407608,95.8462196,83.4532573,1481009,53.93,0.795248857,76.6,84.49686876,85.04129432,86.67702144,1265160,46.07,0.04284961,35.46353,39.78518,19.84049,6.266640186,18.58193016,17779152721
2011,YR2011,Japan,JPN,100,100,..,..,116416235,91.069,0.097376604,100,100,..,..,11416765,8.931,-3.022223313,..,..,..,3.605279922,8.537052155,6.27342E+12
2011,YR2011,Jordan,JOR,99.9,99.88156891,99.25720021,97.9293182,6197912,87.172,3.797135678,99.5,97.68933665,97.40298475,96.65699601,912068,12.828,-5.566404904,..,..,..,3.400000095,8.199999809,37081690141
2011,YR2011,Kazakhstan,KAZ,97.9,99.96874349,98.26535466,96.87292056,9421048,56.9,1.559892902,84.1,99.57135338,88.36612295,98.24553706,7136154,43.1,1.262278447,..,..,..,3.493520021,18.1045742,1.45751E+11
2011,YR2011,Kenya,KEN,21.8,69.31984711,86.93530394,35.61712202,10219218,23.969,4.329857234,1.9,25.70344875,45.42700197,30.77126873,32415926,76.031,2.133328585,38.60215,42.55324,12.77934,4.700129986,19.25283051,51829299549
2011,YR2011,Kiribati,KIR,6.7,89.84002686,86.37062216,51.70566039,52996,48.235,3.488714735,0.7,60.8829862,55.43572007,31.43411579,56875,51.765,0.103790107,..,..,..,12.97000027,18.20199013,313701953.3
2011,YR2011,"Korea, Dem. People's Rep.",PRK,9.7,..,98.0635376,84.76314897,15008319,60.557,0.691268375,0.9,..,94.48031196,69.51798986,9775470,39.443,-0.061727336,..,..,..,..,..,..
2011,YR2011,"Korea, Rep.",KOR,100,100,..,..,40909592,81.923,0.753105096,100,100,..,..,9027046,18.077,0.840909322,..,..,..,..,..,1.23932E+12
2011,YR2011,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8640300545
2011,YR2011,Kuwait,KWT,100,100,..,..,3143825,100,6.58897845,100,100,..,..,0,0,..,..,..,..,3.420000076,8.199999809,81149669027
2011,YR2011,Kyrgyz Republic,KGZ,93.1,99.3,97.02881252,93.55222007,1949521,35.352,1.34705314,60.5,97.78409867,79.97486948,96.82557348,3565079,64.648,1.145784554,..,..,..,6.79061985,18.17252922,7877539385
2011,YR2011,Lao PDR,LAO,11,97.53477478,87.95657608,85.3996192,1967246,30.66,3.421665754,1,57.82497429,61.80258799,47.52587824,4449081,69.34,0.602723348,35.93258,36.09804,20.88987,1.708019972,8.259579659,9225712573
2011,YR2011,Latvia,LVA,100,99.82527161,98.81206825,95.34882556,1397904,67.869,-1.779475266,100,99.75527236,97.2751157,79.72094249,661805,32.131,-1.907929867,27.62784,34.6651,20.47037,5.071619987,12.7153101,29103793842
2011,YR2011,Lebanon,LBN,..,99.75331483,..,..,4413617,87.484,1.152730618,..,99.19959239,..,..,631439,12.516,-0.210250456,..,..,26.49415,1.652519941,5.733809948,51671166199
2011,YR2011,Lesotho,LSO,74.2,57.17404938,87.43256761,35.94029681,515736,25.31,2.779002371,16,10.78508231,63.2320293,31.35917763,1521941,74.69,0.052249575,..,..,..,8.165100098,21.23520088,3981342360
2011,YR2011,Liberia,LBR,0.5,7.2,82.59610247,28.14806574,2015022,48.193,4.723154536,0.2,1.216251579,58.61355541,5.278561125,2166128,51.807,3.200725755,..,..,..,2.239857674,8.967597008,..
2011,YR2011,Libya,LBY,..,100,..,..,4843884,78.277,-4.505691472,..,9.251618843,..,..,1344248,21.723,-5.824021804,..,..,..,..,..,41769387577
2011,YR2011,Liechtenstein,LIE,..,100,..,..,5215,14.41,0.364998964,..,100,..,..,30974,85.59,0.790876675,38.62014,47.42838,..,2.556040049,..,..
2011,YR2011,Lithuania,LTU,100,99.71481323,98.7345353,95.82725761,2020994,66.741,-2.282467801,100,99.73511454,86.63275665,78.54561646,1007121,33.259,-2.210277778,15.23921,40.41605,28.45486,5.113430023,12.33635044,44704055248
2011,YR2011,Luxembourg,LUX,100,100,100,97.49049639,460842,88.906,2.627292677,100,100,100,98.78116426,57505,11.094,-0.962228147,..,..,..,5.123529434,12.06956768,43024646458
2011,YR2011,"Macao SAR, China",MAC,..,100,100,100,571003,100,2.429615212,..,100,..,..,0,0,..,..,..,59.53244,2.675280094,14.63311005,15552851063
2011,YR2011,Madagascar,MDG,2.1,61.5,75.82757077,14.73059568,7281030,32.58,4.790370464,0.6,..,30.57028667,5.825775964,15067128,67.42,1.852431704,47.06569,22.31238,13.47785,2.381680012,19.77969933,12827582678
2011,YR2011,Malawi,MWI,11.4,32.6,86.0518259,33.19876566,2373696,15.672,3.684358982,0.6,2.953856026,58.66552073,22.38763356,12772398,84.328,2.712606608,34.64087,30.40239,26.63025,4.152619839,15.04564953,..
2011,YR2011,Malaysia,MYS,99.1,99.76245117,99.21594217,99.52615104,20898466,71.609,2.589155654,94.2,98.82508177,91.4949981,97.75716009,8285667,28.391,-0.8143163,29.27143,30.55443,36.96771,5.76293993,20.97702026,2.51551E+11
2011,YR2011,Maldives,MDV,99.4,99.70735168,98.44979685,96.89147353,137977,36.849,4.628708468,92.3,98.73832077,97.07808658,84.52897183,236463,63.151,2.841268368,43.9081,25.72881,4.37104,3.080729961,9.854999542,..
2011,YR2011,Mali,MLI,2,75.93354797,86.90764982,45.7251851,5902462,36.799,5.432765499,0.4,1.382162313,56.62911304,22.24296219,10137272,63.201,1.976952032,38.46856,37.97895,23.25758,3.754230022,18.25834084,14094655427
2011,YR2011,Malta,MLT,100,100,100,99.9625,391879,94.141,0.497049558,100,100,100,100,24389,5.859,-0.747537232,14.78764,64.58281,13.90459,7.696129799,18.90480042,9497171495
2011,YR2011,Marshall Islands,MHL,75.4,92.4970405,85.95096053,90.04675263,39219,74.038,-0.198685684,1.5,82.56908521,94.127,58.94482763,13752,25.962,-2.633713995,..,..,..,19.70999908,36.18999863,266442500
2011,YR2011,Mauritania,MRT,68.8,72.68774414,80.74907055,56.71588138,1673772,47.493,4.942432252,18.6,1.4902652,40.46947626,14.41967184,1850477,52.507,1.309498489,45.07309,21.10855,12.82711,2.331020117,13.68274975,6637433058
2011,YR2011,Mauritius,MUS,99,99.78,99.8960911,95.39465373,519046,41.444,-0.107447177,96.9,99.47260209,99.68933288,94.13469267,733358,58.556,0.349963544,27.10349,48.71658,7.96286,3.332070112,13.84617043,12761883860
2011,YR2011,Mexico,MEX,94.9,99.6256485,98.23976541,89.84410881,89164082,78.111,1.807307075,51.8,96.7889456,89.2463941,72.09822913,24986399,21.889,0.08442554,35.50244,30.66226,18.12508,5.105649948,18.42102051,1.17889E+12
2011,YR2011,"Micronesia, Fed. Sts.",FSM,31.6,85.55662537,..,..,24064,22.305,0.307987092,4.6,60.73760832,..,..,83823,77.695,0.268783648,..,..,..,..,..,..
2011,YR2011,Moldova,MDA,98.6,99.67198944,96.29923793,86.88466874,1218343,42.589,-0.13058398,88.5,99.19414068,80.13043785,67.04258193,1642356,57.411,-0.003835879,18.8651,36.36441,18.17431,7.136380196,21.9158802,11236245983
2011,YR2011,Monaco,MCO,100,100,100,100,33945,100,2.285456208,100,100,..,..,0,0,..,11.88624,51.44008,..,1.589890003,8.076169968,..
2011,YR2011,Mongolia,MNG,52.4,94.15539127,92.23851742,67.42249446,1864863,67.963,2.105323806,7.7,25.17787514,45.34641214,36.95980641,879075,32.037,0.292438675,32.73583,30.38636,3.82765,4.60902977,12.1508503,12688722556
2011,YR2011,Montenegro,MNE,74.4,99.77597046,97.18543397,95.22983153,399777,64.472,0.621271184,41.6,97.59186416,95.0002954,89.91914845,220302,35.528,-0.824995808,..,..,..,..,..,5542438708
2011,YR2011,Morocco,MAR,99.7,98.09588623,95.15521515,90.60547961,19275316,58.581,2.308378469,92.8,93.21623458,54.1128721,62.25189838,13628383,41.419,-0.007462089,..,..,..,..,..,1.1559E+11
2011,YR2011,Mozambique,MOZ,9.3,54.5,74.08776465,46.89215736,7683170,32.336,4.509873374,0.4,3.80834629,26.60949001,12.05403786,16077251,67.664,2.187645249,..,..,..,6.260409832,19.58639908,17262730723
2011,YR2011,Myanmar,MMR,30.9,88.18035126,83.04102944,80.09742083,14477757,29.075,1.469324185,3.6,40.16621337,58.92405594,64.90187052,35316765,70.925,0.546170625,50.48816,23.5443,19.11895,0.850319982,5.928639889,49475682585
2011,YR2011,Namibia,NAM,75.7,70.1,96.93424391,53.68295278,909166,42.637,3.986731676,11.6,21.63669715,69.04221507,16.77894742,1223174,57.363,-0.201240506,..,..,..,7.397809982,23.95210075,13734752648
2011,YR2011,Nauru,NRU,100,99,99.03569724,65.61191512,10283,100,0.409277515,100,..,..,..,0,0,..,..,..,..,..,..,..
2011,YR2011,Nepal,NPL,65.4,94.11,90.8696879,54.51529473,4664736,17.108,2.392602494,11.2,61.71845372,84.82845385,43.30288091,22601663,82.892,-0.02411921,54.50737,31.80731,11.76926,3.842619896,17.98384094,26036320573
2011,YR2011,Netherlands,NLD,100,100,100,97.5,14669707,87.879,1.317805475,100,100,100,99.89498343,2023367,12.121,-5.49848374,..,..,..,5.463039875,11.88770962,8.28012E+11
2011,YR2011,New Caledonia,NCL,..,100,..,..,171852,67.565,2.513102188,..,100,..,..,82498,32.435,0.406897155,..,..,..,..,..,13111441458
2011,YR2011,New Zealand,NZL,100,100,100,100,3774624,86.1,0.692820855,100,100,100,100,609376,13.9,1.195048861,..,..,..,6.939690113,15.76294041,1.65684E+11
2011,YR2011,Nicaragua,NIC,72.2,98.5,96.56386481,77.48817186,3393970,57.113,1.815513146,7.9,58.16144053,60.52288093,55.1950622,2548583,42.887,1.015781668,..,..,..,..,..,11904512060
2011,YR2011,Niger,NER,6.9,59.9,88.86588605,37.56673006,2802629,16.216,3.715873568,0.2,5.474335663,35.17711218,5.596008317,14480483,83.784,3.752691493,56.36256,24.27781,14.36983,3.077620029,20.11651993,10498352733
2011,YR2011,Nigeria,NGA,4.9,87.1,80.11513169,40.84906731,73409645,44.366,4.781297732,0.9,31.01918617,47.120584,30.70552892,92054100,55.634,1.184058695,..,..,..,0.582609355,7.877424717,3.77001E+11
2011,YR2011,North Macedonia,MKD,86.3,99.79474548,96.88477625,96.2146337,1175261,57.092,0.177138762,45,99.63491125,97.76436418,88.15698798,883278,42.908,0.164863124,..,..,..,..,..,12482674696
2011,YR2011,Northern Mariana Islands,MNP,..,100,..,..,47808,91.028,-2.853801914,..,100,..,..,4712,8.972,-3.810182963,..,..,..,..,..,..
2011,YR2011,Norway,NOR,100,100,100,98,3935476,79.455,1.742457104,100,100,100,98.3,1017612,20.545,-0.406400974,25.95561,35.23849,29.89166,6.454520226,14.82680988,4.32555E+11
2011,YR2011,Oman,OMN,100,100,93.10800318,98.11991548,2443090,76.183,12.03468575,100,100,72.85981129,93.37404207,763780,23.817,6.482450824,..,..,..,4.459726334,11.3134737,57198959688
